곡명,라인,제목점수,길이점수,후렴점수,최고빈도점수,평균빈도점수
I'm Fine,"너에게도 들릴까 (woah-oh, ayy)",0,4,1,7,2
I'm Fine,이 희미한 메아리가,0,3,1,11,5.2
I'm Fine,"i'm feeling just fine, fine, fine",1,6,8,41,27.4
I'm Fine,혼자서라도 외쳐보겠어,0,2,2,11,4.8
I'm Fine,되풀이될 이 악몽에 주문을 걸어,0,5,2,11,4.3
I'm Fine,"i'm feeling just fine, fine, fine",1,6,8,41,27.4
I'm Fine,몇 번이라도 되뇌보겠어,0,3,2,11,4.2
I'm Fine,또 다시 쓰러진대도 난 괜찮아,0,5,2,14,6.6
I'm Fine,"i'm feeling just fine, fine, fine",1,6,8,41,27.4
I'm Fine,혼자서라도 외쳐보겠어,0,2,2,11,4.8
I'm Fine,되풀이될 이 악몽에 주문을 걸어,0,5,2,11,4.3
I'm Fine,"i'm feeling just fine, fine, fine",1,6,8,41,27.4
I'm Fine,몇 번이라도 되뇌보겠어,0,3,2,11,4.2
I'm Fine,또 다시 쓰러진대도 난 괜찮아,0,5,2,14,6.6
I'm Fine,i'm fine,1,2,2,41,28.2
I'm Fine,i'm fine,1,2,2,41,28.2
Intro : Persona,나는 누구인가? 평생 물어온 질문,0,5,1,37,7.8
Intro : Persona,아마 평생 정답은 찾지 못할 그 질문,0,7,1,3,1.7
Intro : Persona,나란 놈을 고작 말 몇 개로,0,6,1,37,7.9
Intro : Persona,답할 수 있었다면,0,3,1,11,4.2
Intro : Persona,신께서 그 수많은 아름다움을,0,4,1,3,1.5
Intro : Persona,다 만드시진 않았겠지,0,3,1,3,2
Intro : Persona,how you feel? 지금 기분이 어때?,0,6,1,13,5.4
Intro : Persona,사실 난 너무 좋아 근데 조금 불편해,0,7,1,37,7.2
Intro : Persona,나는 내가 개인지 돼진지,0,4,1,37,13.6
Intro : Persona,뭔지도 아직 잘 모르겠는데,0,4,1,10,2.8
Intro : Persona,남들이 와서 진주목걸일 거네,0,4,1,6,2.5
Intro : Persona,칵 퉤,0,2,1,1,1
Intro : Persona,예전보단 자주 웃어,0,3,1,2,1.3
Intro : Persona,소원했던 superhero,0,2,1,11,4.3
Intro : Persona,이젠 진짜 된 것 같어,0,5,1,5,2.8
Intro : Persona,근데 갈수록 뭔 말들이 많어,0,5,1,6,2.3
Intro : Persona,누군 달리라고 누군 멈춰서라 해,0,5,1,11,5.2
Intro : Persona,얘는 숲을 보라고,0,3,1,2,1.3
Intro : Persona,걔는 들꽃을 보라 해,0,4,1,11,4
Intro : Persona,내 그림자,0,2,1,37,19
Intro : Persona,나는 망설임이라 쓰고 불렀네,0,4,1,37,10.2
Intro : Persona,걘 그게 되고 나서,0,4,1,37,11.5
Intro : Persona,망설인 적이 없었네,0,3,1,4,3
Intro : Persona,무대 아래든 아님 조명 아래든,0,5,1,10,2.8
Intro : Persona,자꾸 나타나,0,2,1,2,1.5
Intro : Persona,아지랑이처럼 뜨겁게,0,2,1,1,1
Intro : Persona,자꾸 날 노려보네 oh shit,0,5,1,37,8.8
Intro : Persona,야 이 짓을 왜 시작한 건지,0,6,1,11,3.7
Intro : Persona,벌써 잊었냐,0,2,1,1,1
Intro : Persona,넌 그냥 들어주는 누가 있단 게,0,6,1,4,2.6
Intro : Persona,막 좋았던 거야,0,3,1,2,1.7
Intro : Persona,가끔은 그냥 싹 다 헛소리 같아,0,6,1,3,1.9
Intro : Persona,취하면 나오는 거 알지 취기 같아,0,6,1,3,1.8
Intro : Persona,나 따위가 무슨 music,0,4,1,37,11.5
Intro : Persona,나 따위가 무슨 truth,0,4,1,37,11.5
Intro : Persona,나 따위가 무슨 소명,0,4,1,37,11.5
Intro : Persona,나 따위가 무슨 muse,0,4,1,37,11.5
Intro : Persona,내가 아는 나의 흠,0,4,1,37,19.5
Intro : Persona,어쩜 그게 사실 내 전부,0,5,1,37,8.8
Intro : Persona,세상은 사실 아무 관심 없어,0,5,1,4,2
Intro : Persona,나의 서툼,0,2,1,37,19
Intro : Persona,이제 질리지도 않는 후회들과,0,4,1,6,2.6
Intro : Persona,매일 밤 징그럽게 뒹굴고,0,4,1,1,1
Intro : Persona,돌릴 길 없는 시간들을,0,4,1,6,2.6
Intro : Persona,습관처럼 비틀어도,0,2,1,1,1
Intro : Persona,그때마다 날 또 일으켜 세운 것,0,6,1,37,7.5
Intro : Persona,최초의 질문,0,2,1,3,2
Intro : Persona,내 이름 석 자,0,4,1,37,10
Intro : Persona,그 가장 앞에 와야 할 but,0,6,1,11,4
Intro : Persona,"so i'm askin' once again, yeah",0,6,1,16,4.4
Intro : Persona,who the hell am i?,0,5,3,16,7.3
Intro : Persona,tell me all your names baby,0,6,1,5,2
Intro : Persona,do you wanna die?,0,4,1,13,8.6
Intro : Persona,"oh, do you wanna go?",0,5,1,13,7.5
Intro : Persona,do you wanna fly?,0,4,1,13,8.6
Intro : Persona,where's your soul?,0,3,1,12,4.7
Intro : Persona,where's your dream?,0,3,1,12,4.7
Intro : Persona,do you think you're alive?,0,5,1,13,6.6
Intro : Persona,"ah, shit",0,2,1,2,1.5
Intro : Persona,i don't know man,0,4,1,16,4.8
Intro : Persona,but i know one thing,0,5,1,16,4.6
Intro : Persona,"yeah, my name is r",0,5,1,3,1.4
Intro : Persona,내가 기억하고 사람들이 아는 나,0,5,1,37,13.9
Intro : Persona,날 토로하기 위해,0,3,1,37,12.5
Intro : Persona,내가 스스로 만들어낸 나,0,4,1,37,15.4
Intro : Persona,yeah 난 날 속여왔을지도,0,4,1,37,16.6
Intro : Persona,뻥쳐왔을지도 but 부끄럽지 않아,0,4,1,5,2.6
Intro : Persona,이게 내 영혼의 지도,0,4,1,37,10.2
Intro : Persona,"dear myself, 넌 절대로 너의 온도를 잃지 마",0,8,1,3,1.8
Intro : Persona,따뜻히도 차갑게도 될 필요 없으니까,0,5,1,5,2.4
Intro : Persona,가끔은 위선적이어도 위악적이어도,0,3,1,10,4.4
Intro : Persona,이게 내가 걸어두고 싶은 내 방향의 척도,0,7,1,37,10.2
Intro : Persona,내가 되고 싶은 나 사람들이 원하는 나,0,7,1,37,15.3
Intro : Persona,니가 사랑하는 나 또 내가 빚어내는 나,0,7,1,37,15.9
Intro : Persona,웃고 있는 나 가끔은 울고 있는 나,0,7,1,37,12.6
Intro : Persona,지금도 매분 매순간 살아 숨쉬는,0,5,1,2,1.4
Intro : Persona,persona,0,4,1,13,4
Intro : Persona,who the hell am i?,0,5,3,16,7.3
Intro : Persona,i just wanna go i just wanna fly,0,8,2,16,9.5
Intro : Persona,i just wanna give you,0,5,4,16,10.4
Intro : Persona,all the voices 'til i die,0,6,2,16,6.1
Intro : Persona,i just wanna give you,0,5,4,16,10.4
Intro : Persona,all the shoulders when you cry,0,6,2,13,5.2
Intro : Persona,persona,0.333333333,1,1,1,1
Intro : Persona,who the hell am i?,0,5,3,16,7.3
Intro : Persona,i just wanna go i just wanna fly,0,8,2,16,9.5
Intro : Persona,i just wanna give you,0,5,4,16,10.4
Intro : Persona,all the voices 'til i die,0,6,2,16,6.1
Intro : Persona,i just wanna give you,0,5,4,16,10.4
Intro : Persona,all the shoulders when you cry,0,6,2,13,5.2
MIC Drop,"yeah, 누가 내 수저 더럽대",0,5,1,10,3.4
MIC Drop,"i don't care, 마이크 잡음 금수저 여럿 패",0,8,1,16,3.2
MIC Drop,버럭해 잘 못 익은 것들 스테끼 여러 개,0,8,1,15,3.2
MIC Drop,거듭해서 씹어줄게 스타의 저녁에,0,4,1,15,3.5
MIC Drop,"world business (bang, bang) 핵심",0,5,1,12,4.4
MIC Drop,"섭외 1순위 (clap, clap) 매진",0,5,1,12,4
MIC Drop,많지 않지 이 class 가칠 만끽,0,6,1,3,1.3
MIC Drop,좋은 향기에 악췬 반칙,0,4,1,1,1
MIC Drop,"mic, mic bungee",0.5,3,1,13,9.3
MIC Drop,"mic, mic bungee, bright light 전진",0.5,6,1,13,5.2
MIC Drop,"망할 거 같았겠지만 i'm fine, sorry",0,6,1,16,4.4
MIC Drop,"미안해, billboard, 미안해, worldwide",0,4,1,15,6.3
MIC Drop,아들이 넘 잘나가서 미안해 엄마,0,5,1,15,3.6
MIC Drop,대신해줘 니가 못한 효도,0,4,1,15,5.4
MIC Drop,우리 콘서트 절대 없어 포도,0,5,1,5,2
MIC Drop,"i do it, i do it 넌 맛없는 라따뚜이",0,9,1,9,5.2
MIC Drop,"혹 배가 아프다면 고소해, sue it",0,6,1,15,4
MIC Drop,did you see my bag? did you see my bag?,0,10,2,15,7.5
MIC Drop,트로피들로 백이 가득해,0,3,2,15,5.6
MIC Drop,how you think 'bout that? how you think 'bout that?,0,10,2,16,9.6
MIC Drop,hater들은 벌써 학을 떼,0,4,2,5,2.6
MIC Drop,이미 황금빛 황금빛 나의 성공,0,5,2,10,4.4
MIC Drop,"i'm so firin', firin' 성화봉송",0,5,2,16,7
MIC Drop,너는 황급히 황급히 도망 숑숑,0,5,2,9,4.2
MIC Drop,how you dare? how you dare? how you dare?,0,9,2,15,11.2
MIC Drop,내 손에 트로피 아 너무 많아,0,6,2,10,5.5
MIC Drop,"너무 heavy 내 두 손이 모잘라 (turn it up, now!)",0,10,2,12,6.2
MIC Drop,"mic drop, mic drop",1,4,4,13,11
MIC Drop,"발 발 조심, 너네 말 말 조심",0,7,2,12,8.8
MIC Drop,"lodi dodi, 아 너무 바빠",0,5,2,8,3.6
MIC Drop,"너무 busy 내 온몸이 모잘라 (turn it up, now!)",0,9,2,12,5.7
MIC Drop,"mic drop, mic drop",1,4,4,13,11
MIC Drop,"(발 발 조심, 너네 말 말 조심)",0,7,2,12,9.4
MIC Drop,"이거 완전 네 글자, 사필귀정 ah",0,9,1,15,2.9
MIC Drop,"once upon a time, 이솝우화 fly",0,6,1,2,1.2
MIC Drop,니 현실을 봐라 쌔 쌤통,0,5,1,4,1.7
MIC Drop,지금 죽어도 난 개행복 (turn it up),0,7,1,12,5.7
MIC Drop,이번엔 어느 나라 가 (ooh),0,5,1,12,4.7
MIC Drop,비행기 몇 시간을 타 (hey),0,5,1,15,6.1
MIC Drop,"yeah, i'm on the mountain, yeah, i'm on the bay (bay)",0,11,1,16,6.1
MIC Drop,"무대에서 탈진, mic drop, bam",0.5,5,1,13,5
MIC Drop,did you see my bag? did you see my bag?,0,10,2,15,7.5
MIC Drop,트로피들로 백이 가득해,0,3,2,15,5.6
MIC Drop,how you think 'bout that? how you think 'bout that?,0,10,2,16,9.6
MIC Drop,hater들은 벌써 학을 떼,0,4,2,5,2.6
MIC Drop,이미 황금빛 황금빛 나의 성공,0,5,2,10,4.4
MIC Drop,"i'm so firin', firin' 성화봉송",0,5,2,16,7
MIC Drop,너는 황급히 황급히 도망 숑숑,0,5,2,9,4.2
MIC Drop,how you dare? how you dare? how you dare?,0,9,2,15,11.2
MIC Drop,내 손에 트로피 아 너무 많아,0,6,2,10,5.5
MIC Drop,"너무 heavy 내 두 손이 모잘라 (turn it up, now!)",0,10,2,12,6.2
MIC Drop,"mic drop, mic drop",1,4,4,13,11
MIC Drop,"발 발 조심, 너네 말 말 조심",0,7,2,12,8.8
MIC Drop,"lodi dodi, 아 너무 바빠",0,5,2,8,3.6
MIC Drop,"너무 busy 내 온몸이 모잘라 (turn it up, now!)",0,9,2,12,5.7
MIC Drop,"mic drop, mic drop",1,4,4,13,11
MIC Drop,"(발 발 조심, 너네 말 말 조심)",0,7,2,12,9.4
MIC Drop,haters gon' hate,0,3,1,16,5
MIC Drop,players gon' play,0,3,1,16,5
MIC Drop,"live a life, man",0,4,1,2,1.2
MIC Drop,good luck,0,2,1,1,1
MIC Drop,"더 볼 일 없어, 마지막 인사야",0,6,2,5,2.8
MIC Drop,"할 말도 없어, 사과도 하지 마",0,6,2,15,10.2
MIC Drop,"더 볼 일 없어, 마지막 인사야",0,6,2,5,2.8
MIC Drop,"할 말도 없어, 사과도 하지 마",0,6,2,15,10.2
MIC Drop,잘 봐 넌 그 꼴 나지,0,6,1,10,4.7
MIC Drop,우린 탁 쏴 마치 콜라지,0,5,1,2,1.2
MIC Drop,너의 각막 깜짝 놀라지,0,4,1,9,3
MIC Drop,"꽤 꽤, 폼나지 포 포 폼나지, yeah",0,7,1,10,3
Ma City,니가 어디에 살건,0,3,1,4,3
Ma City,내가 어디에 살건,0,3,1,26,11.3
Ma City,한참을 달렸네,0,2,3,6,6
Ma City,나 다시 또 한참을 달렸네,0,5,3,26,9.2
Ma City,yeah i'll be ridin' and i'll be dyin',0,8,3,16,8.6
Ma City,in ma city,1,3,3,30,17
Ma City,i don't know what to say,0,6,1,16,5.8
Ma City,나 죽어도 말 못해,0,4,1,26,7.8
Ma City,내게 억만 금을 주고 딴 데 살라고,0,7,1,26,6
Ma City,ah no thanks,0,3,1,1,1
Ma City,일산 내가 죽어도 묻히고픈 곳,0,5,1,26,5.7
Ma City,it's the city of the flower,0.5,6,1,30,6.9
Ma City,city of 몬,0.5,3,1,30,11
Ma City,집 같던 라페스타 또 웨스턴돔,0,5,1,5,1.8
Ma City,어린 시절 날 키워낸 후곡 학원촌 uh,0,7,1,26,4.1
Ma City,세상에서 가장 조화로운 곳 uh,0,5,1,3,1.8
Ma City,자연과 도시 빌딩과 꽃 uh,0,5,1,3,1.4
Ma City,한강보다 호수공원이 더 좋아 난,0,5,1,26,6
Ma City,작아도 훨씬 포근히 안아준다고 널,0,5,1,8,2.5
Ma City,내가 나를 잃는 것 같을 때,0,6,1,26,10.2
Ma City,그 곳에서 빛바래 오래된 날 찾네,0,6,1,4,1.6
Ma City,remember 너의 냄새 또 everything,0,5,1,5,2
Ma City,you're my summer autumn,0,4,1,16,3.7
Ma City,winter and every spring,0,4,1,4,1.8
Ma City,자 부산의 바다여,0,3,2,2,2
Ma City,say la la la la la,0,6,4,36,30.8
Ma City,푸른 하늘아래 this sky line,0,5,2,2,2
Ma City,say la la la la la,0,6,4,36,30.8
Ma City,아재들은 손을 들어,0,3,2,4,3.5
Ma City,아지매도 손 흔들어,0,3,2,4,2.7
Ma City,ma city로 와,0.5,3,2,30,16.7
Ma City,come to ma city,1,7,1,30,9
Ma City,잘 봐 주길 바래,0,4,3,8,5.8
Ma City,know how to party,0,4,3,10,5
Ma City,날 키워준 city,0.5,3,3,30,17.2
Ma City,그래 babe babe 이게 나의 city city,0.5,7,3,30,15.3
Ma City,welcome to ma city,1,4,3,30,15.2
Ma City,한참을 달렸네,0,2,3,6,6
Ma City,나 다시 또 한참을 달렸네,0,5,3,26,9.2
Ma City,yeah i'll be ridin' and i'll be dyin',0,8,3,16,8.6
Ma City,in ma city,1,3,3,30,17
Ma City,"ma city, ma city yeah",1,5,2,30,20.6
Ma City,나 전라남도 광주 baby,0,4,1,26,7.5
Ma City,내 발걸음이 산으로 간대도,0,4,1,26,7.2
Ma City,무등산 정상에 매일 매일,0,4,1,2,1.5
Ma City,내 삶은 뜨겁지 남쪽의 열기,0,5,1,26,6
Ma City,이열치열 법칙 포기란 없지,0,4,1,3,1.5
Ma City,나 kia넣고 시동 걸어,0,4,1,26,6
Ma City,미친 듯이 bounce,0,3,1,1,1
Ma City,오직 춤 하나로 가수란 큰 꿈을 키워,0,7,1,6,2.1
Ma City,이젠 현실에서 음악과 무대 위에 뛰어,0,6,1,2,1.2
Ma City,다 봤지 열정을 담았지,0,4,1,7,2.8
Ma City,내 광주 호시기다 전국 팔도는 기어,0,6,1,26,4.9
Ma City,날 볼라면 시간은 7시 모여 집합,0,6,1,26,5.4
Ma City,모두다 눌러라 062 - 518,0,5,1,2,1.2
Ma City,자 부산의 바다여,0,3,2,2,2
Ma City,say la la la la la,0,6,4,36,30.8
Ma City,푸른 하늘아래 this sky line,0,5,2,2,2
Ma City,say la la la la la,0,6,4,36,30.8
Ma City,아재들은 손을 들어,0,3,2,4,3.5
Ma City,아지매도 손 흔들어,0,3,2,4,2.7
Ma City,ma city로 와,0.5,3,2,30,16.7
Ma City,come to ma city,1,4,2,30,15
Ma City,잘 봐 주길 바래,0,4,3,8,5.8
Ma City,know how to party,0,4,3,10,5
Ma City,날 키워준 city,0.5,3,3,30,17.2
Ma City,그래 babe babe 이게 나의 city city,0.5,7,3,30,15.3
Ma City,welcome to ma city,1,4,3,30,15.2
Ma City,대구에서 태어나 대구에서 자랐지,0,4,1,8,4.8
Ma City,수혈 받기엔 좀 힘들어,0,4,1,1,1
Ma City,몸 속에는 파란 피,0,4,1,1,1
Ma City,이 새끼는 매 앨범마다,0,4,1,6,2.2
Ma City,대구 얘기를 해도,0,3,1,8,5.7
Ma City,지겹지도 않나 봐,0,3,1,7,3
Ma City,생각을 할 수도 있지만,0,4,1,8,3.2
Ma City,i'm a d boy 그래 난 d boy,0,8,1,26,6.6
Ma City,솔직하게 말해 대구,0,3,1,8,5.4
Ma City,자랑할 게 별 게 없어,0,5,1,8,4.5
Ma City,내가 태어난 것,0,3,1,26,11
Ma City,자체가 대구의 자랑 워,0,4,1,8,3.8
Ma City,그래 아 그래,0,3,1,6,4.3
Ma City,자랑할 게 없기에,0,3,1,8,5.2
Ma City,자랑스러워 질 수 밖에 안 그래,0,6,1,5,1.9
Ma City,ayo 대구 출신 가장 성공한 놈이래,0,6,1,8,3.5
Ma City,이런 소리를 들을 거야 잘 봐라 이젠,0,7,1,7,2.9
Ma City,내가 대구의 자랑 새 시대 새로운 바람,0,7,1,26,6.1
Ma City,대구의 과거이자 현재 그리고 미래,0,5,1,8,3
Ma City,come to ma city,1,4,2,30,15
Ma City,잘 봐 주길 바래,0,4,3,8,5.8
Ma City,know how to party,0,4,3,10,5
Ma City,날 키워준 city,0.5,3,3,30,17.2
Ma City,그래 babe babe 이게 나의 city city,0.5,7,3,30,15.3
Ma City,welcome to ma city,1,4,3,30,15.2
Ma City,한참을 달렸네,0,2,3,6,6
Ma City,나 다시 또 한참을 달렸네,0,5,3,26,9.2
Ma City,yeah i'll be ridin' and i'll be dyin',0,8,3,16,8.6
Ma City,in ma city,1,3,3,30,17
Ma City,"ma city, ma city yeah",1,5,2,30,20.6
Ma City,la la la la la la la la,0,8,2,36,36
Ma City,la la la la la la la la,0,8,2,36,36
Ma City,어디 살건 어디 있건,0,4,1,4,3.5
Ma City,ma city city,1,3,1,30,26
Ma City,ma city ma city yeah yeah,1,6,1,30,18.3
So What,somebody call me right one,0,5,2,8,6.4
So What,somebody call me wrong,0,4,2,8,6.2
So What,난 신경 쓰지 않을래,0,4,2,6,4.5
So What,너도 그럼 어때,0,3,2,4,3.7
So What,so what? let go,0.5,4,1,17,10.4
So What,한숨 그 안에 많은 걱정이 숨어있네,0,6,1,4,2.1
So What,고민 그만해 너는 이미 다 알고 있지,0,7,1,10,4.5
So What,이 길의 중간에 포기하고 싶은 순간에,0,6,1,8,2.3
So What,더 크게 소리질러봐,0,3,1,3,1.4
So What,"so what, what, what",1,4,1,17,16.2
So What,(suga) 내 맘대로 되는 건 없고,0,6,1,11,4.6
So What,숨을 곳은 뭐 더더욱 없어,0,5,1,11,3.4
So What,이미 주사윈 던져진 지 오래,0,5,1,2,1.5
So What,꾸물대단 휩쓸려가겠지 oh bae,0,4,1,99,17.5
So What,고민들의 9할은 니가 만들어 낸 상상의 늪,0,7,1,10,2.2
So What,"고민보다 go, go 쫄지마렴 cheer up",0,6,1,11,5.8
So What,"소리쳐봐 so what, what",1,4,1,17,10.4
So What,"we are, we are, we are",0,6,1,7,6.5
So What,young and wild and free,0,5,1,2,2
So What,답도 없는 고민 고민,0,4,2,11,9.2
So What,그 속에 빠져 있지 마,0,5,1,5,3.8
So What,경계선 위에서 위태롭다 해도,0,4,2,8,3.2
So What,웃고 떠들며 바람을 가르자,0,4,2,2,2
So What,때론 바보같이 멍청이 달리기,0,4,2,2,2
So What,실수와 눈물 속에 we just go,0,6,2,11,4.7
So What,so what 멈춰서 고민 하지마,1,5,3,17,9.5
So What,다 쓸데 없어,0,3,3,11,6.2
So What,let go 아직은 답이 없지만,0,5,3,11,7.6
So What,you can start the fight,0,5,3,4,3.4
So What,so what,1,2,6,17,15.5
So What,"oh-oh, oh-oh-oh, oh-oh, oh-oh-oh",0,4,4,99,82.1
So What,"oh-oh, oh-oh, oh-oh",0,3,5,99,84
So What,let go,0,2,3,11,9
So What,"oh-oh, oh-oh-oh, oh-oh, oh-oh-oh",0,4,4,99,82.1
So What,"oh-oh, oh-oh, oh-oh",0,3,5,99,84
So What,so what,1,2,6,17,15.5
So What,"ayy, 누군 일들이 싫대",0,4,1,5,2.6
So What,"ayy, 누군 쉬고만 싶대",0,4,1,5,2.5
So What,"ayy, 그들의 고통과 피폐",0,4,1,5,3
So What,"ayy, 모두 내게 몰아칠 때",0,5,1,6,2.8
So What,"ayy, 어떡하긴 뭐 어떡해, uh",0,5,1,8,3.2
So What,"답은 하나밖에 없기에, uh",0,4,1,11,5
So What,그냥 믿고 달려보자고 so what?,0.5,5,1,17,5.7
So What,i don't wanna die right now,0,6,1,7,3.5
So What,"i don't wanna, i don't wanna fight right now",0,9,1,7,3.7
So What,걱정이 싫어 인생은 길어,0,4,1,2,1.8
So What,걍 가 i wanna live right now,0,7,1,7,3.1
So What,브레이크 부러졌으니 밟아 엑셀,0,4,1,1,1
So What,이러나 저러나 사람 신세,0,4,1,1,1
So What,다 안다면 무슨 재미냐,0,4,1,5,2.2
So What,고통은 내 훈장 그래서 so what?,0.5,6,1,17,6.3
So What,"we are, we are, we are",0,9,1,7,4.3
So What,young & wild & free,0,5,1,2,2
So What,답도 없는 고민 고민,0,4,2,11,9.2
So What,그 속에 빠져 있지 마 yeah,0,6,1,5,3.3
So What,경계선 위에서 위태롭다 해도,0,4,2,8,3.2
So What,웃고 떠들며 바람을 가르자,0,4,2,2,2
So What,때론 바보같이 멍청이 달리기,0,4,2,2,2
So What,실수와 눈물 속에 we just go,0,6,2,11,4.7
So What,so what 멈춰서 고민 하지마,1,5,3,17,9.5
So What,다 쓸데 없어,0,3,3,11,6.2
So What,let go 아직은 답이 없지만,0,5,3,11,7.6
So What,you can start the fight,0,5,3,4,3.4
So What,so what,1,2,6,17,15.5
So What,"oh-oh, oh-oh-oh, oh-oh, oh-oh-oh",0,4,4,99,82.1
So What,"oh-oh, oh-oh, oh-oh",0,3,5,99,84
So What,let go,0,2,3,11,9
So What,"oh-oh, oh-oh-oh, oh-oh, oh-oh-oh",0,4,4,99,82.1
So What,"oh-oh, oh-oh, oh-oh",0,3,5,99,84
So What,so what,1,2,6,17,15.5
So What,somebody call me right one (me right one),0,8,1,8,6.7
So What,somebody call me wrong (call me wrong),0,7,1,8,6.7
So What,난 신경 쓰지 않을래 (을래),0,5,1,8,5.7
So What,너도 그럼 어때 (어때),0,4,1,8,5.2
So What,so what 멈춰서 고민 하지마,1,5,3,17,9.5
So What,다 쓸데 없어,0,3,3,11,6.2
So What,let go 아직은 답이 없지만,0,5,3,11,7.6
So What,you can start the fight,0,5,3,4,3.4
So What,so what,1,2,6,17,15.5
So What,"oh-oh, oh-oh-oh, oh-oh, oh-oh-oh (ooh, baby)",0,6,1,99,66.6
So What,"oh-oh, oh-oh, oh-oh (oh)",0,4,1,99,72.6
So What,let go,0,2,3,11,9
So What,"oh-oh, oh-oh-oh, oh-oh, oh-oh-oh (oh)",0,5,1,99,75.2
So What,"oh-oh, oh-oh, oh-oh",0,3,5,99,84
So What,so what,1,2,6,17,15.5
So What,somebody call me right one,0,5,2,8,6.4
So What,somebody call me wrong,0,4,2,8,6.2
So What,난 신경 쓰지 않을래,0,4,2,6,4.5
So What,너도 그럼 어때,0,3,2,4,3.7
Airplane pt.2,이상한 꼬마,0,2,1,10,4
Airplane pt.2,숨쉬듯 노래했네,0,2,1,10,4.2
Airplane pt.2,어디든 좋아,0,2,1,10,5.7
Airplane pt.2,음악이 하고 싶었네,0,3,1,10,4
Airplane pt.2,오직 노래,0,2,1,4,2.5
Airplane pt.2,심장을 뛰게 하던 thing,0,4,1,10,3.2
Airplane pt.2,하나뿐이던,0,1,1,10,5.5
Airplane pt.2,길을 걸었지만,0,2,1,1,1
Airplane pt.2,쉽지 않아,0,2,1,1,1
Airplane pt.2,실패와 절망,0,2,1,2,1.5
Airplane pt.2,지친 날 누군가 불러 세워 건넨 말,0,7,1,10,2.2
Airplane pt.2,you're a singing star,0,4,2,22,5.7
Airplane pt.2,you're a singing star,0,4,2,22,5.7
Airplane pt.2,but i see no star,0,5,1,19,5
Airplane pt.2,몇 년이 흘러가버린 뒤,0,4,1,3,1.6
Airplane pt.2,"(we still) sky high, sky fly, sky dope",0,8,1,7,3.9
Airplane pt.2,"(we still) same try, same scar, same work",0,8,1,7,3.9
Airplane pt.2,(we still) 세상 어딜 가도,0,5,1,7,5.3
Airplane pt.2,(we still) 호텔방서 작업,0,4,1,7,3.9
Airplane pt.2,(i still) 하루는 너무 잘 돼 그 다음날은 망해,0,9,1,19,4.9
Airplane pt.2,(i still) 오늘은 뭐로 살지 김남준 아님 rm?,0,8,1,19,4.5
Airplane pt.2,"스물다섯, 잘 사는 법은 아직도 모르겠어",0,6,1,4,2.2
Airplane pt.2,그러니 오늘도 우리는 그냥 go,0,5,1,4,1.8
Airplane pt.2,we goin' from ny to cali,0,6,1,22,6.3
