곡명,라인,제목점수,길이점수,후렴점수,최고빈도점수,평균빈도점수
Stigma,숨겨왔어,0,1,1,3,2.5
Stigma,i tell you something,0,4,1,6,3.2
Stigma,그저 묻어두기엔,0,2,1,1,1
Stigma,이젠 버틸 수가 없는 걸,0,5,1,6,3.2
Stigma,왜 그땐 말 못 했는지,0,5,1,10,3.8
Stigma,어차피 아파와서,0,2,1,3,2
Stigma,정말 버틸 수가 없을 걸,0,5,1,6,3.2
Stigma,"now, cry",0,2,1,3,2
Stigma,너에게 너무 미안할 뿐야,0,4,1,10,3.3
Stigma,또 cry,0,2,1,3,2
Stigma,널 지켜주지 못해서,0,3,1,10,4.4
Stigma,더 깊이 더 깊이 상처만 깊어져,0,6,2,8,5.7
Stigma,되돌릴 수 없는,0,3,1,6,4.3
Stigma,깨진 유리 조각 같아,0,4,1,3,2.2
Stigma,더 깊이 매일이 가슴만 아파져,0,5,2,8,4.4
Stigma,내 죄를 대신 받던,0,4,2,7,4
Stigma,연약하기만 했던 너,0,3,2,10,6.8
Stigma,그만 울고 tell me something,0,5,1,2,1.6
Stigma,용기 없던 내게 말해봐,0,4,1,10,5.2
Stigma,(그 때 나한테 왜 그랬어?),0,5,1,7,2.4
Stigma,미안 됐어 내게 무슨 자격 있어,0,6,1,7,2.5
Stigma,이래보라고 저래보라고,0,2,1,3,2
Stigma,너에게 말하겠어,0,2,1,10,6.3
Stigma,더 깊이 더 깊이 상처만 깊어져,0,6,2,8,5.7
Stigma,되돌릴 수 없는 깨진 유리 조각 같아,0,7,1,6,3.1
Stigma,더 깊이 매일이 가슴만 아파져,0,5,2,8,4.4
Stigma,내 죄를 대신 받던,0,4,2,7,4
Stigma,연약하기만 했던 너,0,3,2,10,6.8
Stigma,"i'm sorry, i'm sorry, i'm sorry, my brother",0,11,1,6,4.5
Stigma,숨겨도 감춰도 지워지지 않어,0,4,2,6,3
Stigma,are you calling me a sinner?,0,6,1,3,1.7
Stigma,무슨 말이 더 있겠어,0,4,1,8,4
Stigma,"i'm sorry, i'm sorry, i'm sorry my sister",0,8,1,6,5.4
Stigma,숨겨도 감춰도 지워지지 않어,0,4,2,6,3
Stigma,"so, cry, please, dry my eyes, ooh",0,7,1,3,1.6
Stigma,저 빛이 저 빛이 내 죄를 비춰줘 (oh),0,8,1,7,2.6
Stigma,돌이킬 수 없는,0,3,1,6,4
Stigma,붉은 피가 흘러내려,0,3,1,1,1
Stigma,더 깊이 매일이 죽을 것만 같아,0,6,1,8,3.8
Stigma,그 벌을 받게 해줘,0,4,1,10,4
Stigma,"내 죄를 사해줘, 제발",0,4,1,7,3.4
Make It Right,내가 날 눈치챘던 순간,0,4,1,18,7.8
Make It Right,떠나야만 했어,0,2,1,6,3.5
Make It Right,난 찾아내야 했어,0,3,1,18,8.3
Make It Right,"all day, all night",0,4,1,14,7.8
Make It Right,사막과 바다들을 건너,0,3,1,3,2
Make It Right,넓고 넓은 세계를,0,3,1,2,1.7
Make It Right,헤매어 다녔어,0,2,1,1,1
Make It Right,"baby, i",0,2,1,17,10
Make It Right,i could make it better,0.666666667,5,1,17,9.2
Make It Right,i could hold you tighter,0,5,1,17,6.2
Make It Right,그 먼 길 위에서,0,4,1,6,2.8
Make It Right,oh you're the light,0,4,1,19,4.8
Make It Right,초대받지 못한,0,2,1,2,1.7
Make It Right,환영받지 못한,0,2,1,2,1.7
Make It Right,나를 알아줬던 단 한 사람,0,5,1,18,4.4
Make It Right,끝도 보이지 않던 영원의 밤,0,5,2,3,2.2
Make It Right,내게 아침을 선물한 건 너야,0,5,2,18,9.2
Make It Right,이제 그 손 내가 잡아도 될까,0,6,2,18,6
Make It Right,"oh-oh, i can make it right",1,6,9,20,15.1
Make It Right,all right,0.333333333,2,11,20,17
Make It Right,all right,0.333333333,2,11,20,17
Make It Right,"oh-oh, i can make it right",1,6,9,20,15.1
Make It Right,all right,0.333333333,2,11,20,17
Make It Right,all right,0.333333333,2,11,20,17
Make It Right,"oh-oh, i can make it right",1,6,9,20,15.1
Make It Right,이 세상 속에 영웅이 된 나,0,6,1,18,5
Make It Right,나를 찾는 큰 환호와,0,4,1,18,5.5
Make It Right,"내 손, 트로피와 금빛 마이크",0,5,1,18,4.8
Make It Right,"all day, everywhere",0,3,1,14,5.7
Make It Right,but 모든 게 너에게 닿기 위함인 걸,0,7,1,14,5.8
Make It Right,내 여정의 답인 걸,0,4,1,18,7.8
Make It Right,널 찾기 위해 노래해,0,4,1,14,5.6
Make It Right,"baby, to you",0,3,1,6,3.3
Make It Right,전보다 조금 더 커진 키에,0,8,1,6,1.7
Make It Right,좀 더 단단해진 목소리에,0,4,1,6,2
Make It Right,모든 건 네게 돌아가기 위해,0,5,1,14,7.2
Make It Right,이제 너라는 지도를 활짝 펼칠게,0,5,1,14,4.1
Make It Right,my rehab,0,2,1,2,1.5
Make It Right,날 봐 왜 못 알아봐,0,5,1,18,4.4
Make It Right,남들의 아우성 따위 나 듣고 싶지 않아,0,7,1,3,1.6
Make It Right,너의 향기는 여전히 나를 꿰뚫어 무너뜨려,0,6,1,18,6.2
Make It Right,되돌아가자 그때로,0,2,1,1,1
Make It Right,"baby, i know",0,3,1,17,7
Make It Right,i can make it better,0.666666667,5,2,17,11.4
Make It Right,i can hold you tighter,0,5,2,17,8.4
Make It Right,그 모든 길은 널,0,4,1,14,6.2
Make It Right,향한 거야,0,2,1,13,7
Make It Right,다 소용없었어,0,2,2,2,2
Make It Right,너 아닌 다른 건,0,4,2,14,8
Make It Right,그때처럼 날 어루만져줘,0,3,1,18,6
Make It Right,끝도 보이지 않던 영원의 밤,0,5,2,3,2.2
Make It Right,내게 아침을 선물한 건 너야,0,5,2,18,9.2
Make It Right,이제 그 손 내가 잡아도 될까,0,6,2,18,6
Make It Right,"oh-oh, i can make it right",1,6,9,20,15.1
Make It Right,all right,0.333333333,2,11,20,17
Make It Right,all right,0.333333333,2,11,20,17
Make It Right,"oh-oh, i can make it right",1,6,9,20,15.1
Make It Right,all right,0.333333333,2,11,20,17
Make It Right,all right,0.333333333,2,11,20,17
Make It Right,"oh-oh, i can make it right",1,6,9,20,15.1
Make It Right,여전히 아름다운 너,0,3,1,14,5.7
Make It Right,그날의 그때처럼 말없이 그냥 날 안아줘,0,6,1,18,4.1
Make It Right,지옥에서 내가 살아 남은 건,0,5,1,18,7
Make It Right,날 위했던 게 아닌 되려 너를 위한 거란 걸,0,9,1,18,8.1
Make It Right,안다면 주저 말고 please save my life,0,7,1,2,1.3
Make It Right,너 없이 헤쳐왔던 사막 위는 목말라,0,6,1,14,3.3
Make It Right,그러니 어서 빨리 날 잡아줘,0,5,1,3,1.7
Make It Right,너 없는 바다는 결국 사막과 같을 거란 걸 알아,0,9,1,14,5.6
Make It Right,all right,0.333333333,2,11,20,17
Make It Right,i can make it better,0.666666667,5,2,17,11.4
Make It Right,i can hold you tighter,0,5,2,17,8.4
Make It Right,"oh-oh, i can make it right",1,6,9,20,15.1
Make It Right,다 소용없었어,0,2,2,2,2
Make It Right,너 아닌 다른 건,0,4,2,14,8
Make It Right,"oh-oh, i can make it right",1,6,9,20,15.1
Make It Right,all right,0.333333333,2,11,20,17
Make It Right,all right,0.333333333,2,11,20,17
Make It Right,"oh-oh, i can make it right",1,6,9,20,15.1
Epiphany,참 이상해 분명 난 너를 너무 사랑했는데 (사랑했는데),0,8,1,14,3.6
Epiphany,모두 너에게 맞추고 널 위해 살고 싶었는데,0,7,1,4,2.1
Epiphany,그럴수록 내 맘속의 폭풍을 감당할 수 없게 돼,0,8,1,14,3.4
Epiphany,웃고 있는 가면속의 진짜 내 모습을 다 드러내,0,8,1,14,2.9
Epiphany,i'm the one i should love in this world,0,9,2,16,7.8
Epiphany,빛나는 나를 소중한 내 영혼을,0,5,3,14,7.6
Epiphany,이제야 깨달아 so i love me,0,6,3,16,6.3
Epiphany,좀 부족해도 너무 아름다운 걸,0,5,3,9,4.5
Epiphany,i'm the one i should love,0,6,4,16,9.6
Epiphany,흔들리고 두려워도 앞으로 걸어가,0,4,1,2,1.2
Epiphany,폭풍 속에 숨겨뒀던 진짜 너와 만나,0,6,1,4,2.4
Epiphany,왜 난 이렇게 소중한 날 숨겨두고 싶었는지,0,7,1,14,3.9
Epiphany,뭐가 그리 두려워 내 진짜 모습을 숨겼는지,0,7,1,14,3.7
Epiphany,i'm the one i should love in this world,0,9,2,16,7.8
Epiphany,빛나는 나를 소중한 내 영혼을,0,5,3,14,7.6
Epiphany,이제야 깨달아 so i love me,0,6,3,16,6.3
Epiphany,좀 부족해도 너무 아름다운 걸,0,5,3,9,4.5
Epiphany,i'm the one i should love,0,6,4,16,9.6
Epiphany,조금은 뭉툭하고 부족할지 몰라,0,4,1,9,4.3
Epiphany,수줍은 광채 따윈 안 보일지 몰라,0,6,1,2,1.2
Epiphany,하지만 이대로의 내가 곧 나인 걸,0,6,1,14,5.4
Epiphany,지금껏 살아온 내 팔과 다리 심장 영혼을,0,7,1,14,3.3
Epiphany,사랑하고 싶어 in this world,0,5,1,9,3.7
Epiphany,빛나는 나를 소중한 내 영혼을,0,5,3,14,7.6
Epiphany,이제야 깨달아 so i love me,0,6,3,16,6.3
Epiphany,좀 부족해도 너무 아름다운 걸,0,5,3,9,4.5
Epiphany,i'm the one i should love,0,6,4,16,9.6
Epiphany,i'm the one i should love,0,9,1,16,5.9
Epiphany,i'm the one i should love,0,6,4,16,9.6
Lost,눈을 감고 아직 여기 서 있어,0,6,1,6,2
Lost,사막과 바다 가운데 길을 잃고서,0,5,1,15,4.2
Lost,여전히 헤매고 있어,0,3,1,6,3.7
Lost,어디로 가야 할지 yeah,0,4,1,5,2.5
Lost,이리도 많을 줄 몰랐어,0,4,1,1,1
Lost,가지 못한 길도 갈 수 없는 길도,0,7,1,15,6.9
Lost,i never felt this way before,0,6,1,21,5.5
Lost,어른이 되려는지,0,2,1,2,1.5
Lost,난 너무 어려운 걸 이 길이 맞는지,0,7,1,15,6.7
Lost,정말 너무 혼란스러,0,3,2,3,2.2
Lost,never leave me alone,0,4,1,5,2.8
Lost,그래도 믿고 있어 믿기지 않지만,0,5,1,6,3.4
Lost,길을 잃는단 건,0,3,2,15,6
Lost,그 길을 찾는 방법,0,4,2,15,6
Lost,lost my way,1,3,16,21,19.3
Lost,쉴 새 없이 몰아치는,0,4,3,3,3
Lost,거친 비바람 속에,0,3,3,6,4
Lost,lost my way,1,3,16,21,19.3
Lost,출구라곤 없는 복잡한 세상 속에,0,5,3,11,5.3
Lost,lost my way,1,3,16,21,19.3
Lost,lost my way,1,3,16,21,19.3
Lost,수없이 헤매도 난,0,3,3,10,6
Lost,나의 길을 믿어볼래,0,3,3,15,8.8
Lost,lost my way,1,3,16,21,19.3
Lost,found my way,0,3,4,21,15.3
Lost,lost my way,1,3,16,21,19.3
Lost,found my way,0,3,4,21,15.3
Lost,어디로 가는 개미를 본 적 있어,0,6,1,6,3.3
Lost,단 한 번에 길을 찾는 법이 없어,0,7,1,15,4.6
Lost,수없이 부딪히며 기어가는,0,3,1,4,2
Lost,먹일 찾기 위해,0,3,1,5,2.3
Lost,며칠이고 방황하는,0,2,1,11,3.8
Lost,you know,0,2,1,3,2
Lost,쓸모 있어 이 좌절도,0,4,1,11,4.8
Lost,난 믿어 우린 바로 가고 있어,0,6,1,10,5
Lost,언젠가 우리가 찾게 되면,0,4,1,5,2.8
Lost,분명 한 번에 집으로 와,0,5,1,2,1.6
Lost,개미처럼,0,1,1,2,2
Lost,아직은 어려운 걸 이 길이 맞는지,0,9,1,15,4.2
Lost,정말 너무 혼란스러,0,3,2,3,2.2
Lost,don't you leave me alone,0,5,1,3,1.7
Lost,그래도 믿고 싶어 믿기지 않지만,0,5,1,6,2.4
Lost,길을 잃는단 건,0,3,2,15,6
Lost,그 길을 찾는 방법,0,4,2,15,6
Lost,lost my way,1,3,16,21,19.3
Lost,쉴 새 없이 몰아치는,0,4,3,3,3
Lost,거친 비바람 속에,0,3,3,6,4
Lost,lost my way,1,3,16,21,19.3
Lost,출구라곤 없는 복잡한 세상 속에,0,5,3,11,5.3
Lost,lost my way,1,3,16,21,19.3
Lost,lost my way,1,3,16,21,19.3
Lost,수없이 헤매도 난,0,3,3,10,6
Lost,나의 길을 믿어볼래,0,3,3,15,8.8
Lost,so long 기약 없는 희망이여 이젠 안녕,0,7,1,11,3.1
Lost,so long 좀 느려도 내 발로 걷겠어,0,7,1,10,2.6
Lost,이 길이 분명 나의 길이니까,0,5,1,15,10.7
Lost,돌아가도 언젠가 닿을 테니까,0,4,1,11,3.2
Lost,i never i will never,0,5,1,5,4
Lost,i will never lose my dream,0,6,1,21,5.7
Lost,lost my way,1,3,16,21,19.3
Lost,쉴 새 없이 몰아치는,0,4,3,3,3
Lost,거친 비바람 속에,0,3,3,6,4
Lost,lost my way,1,3,16,21,19.3
Lost,출구라곤 없는 복잡한 세상 속에,0,5,3,11,5.3
Lost,lost my way,1,3,16,21,19.3
Lost,lost my way,1,3,16,21,19.3
Lost,수없이 헤매도 난,0,3,3,10,6
Lost,나의 길을 믿어볼래,0,3,3,15,8.8
Lost,lost my way,1,3,16,21,19.3
Lost,found my way,0,3,4,21,15.3
Lost,lost my way,1,3,16,21,19.3
Lost,found my way,0,3,4,21,15.3
Anpanman,"waiting for you, anpanman",1,4,6,18,9.5
Anpanman,"waiting for you, anpanman",1,4,6,18,9.5
Anpanman,내겐 없지 알통이나 갑빠,0,4,1,18,4.8
Anpanman,내겐 없지 super car like batman,0,6,1,18,4.5
Anpanman,되게 멋진 영웅이 내 낭만,0,5,1,18,4.6
Anpanman,but 줄 수 있는 건 오직 anpan,0,7,1,7,3.6
Anpanman,꿈꿔왔네 hero like superman,0,4,1,9,3
Anpanman,힘껏 뛰었네 하늘높이 방방,0,4,1,1,1
Anpanman,무릎팍 까지는 것 따윈 두렵지 않아,0,6,1,8,2.3
Anpanman,순수한 내 어릴 적의 망상,0,5,1,18,5.2
Anpanman,i'm not a superhero,0,4,1,21,9.2
Anpanman,많은 것을 바라지마,0,3,1,8,3.5
Anpanman,i can be your hero,0,5,1,10,4.6
Anpanman,이런 말이 가당키나,0,3,1,4,2
Anpanman,한 일인지 모르겠어 정말,0,4,1,9,3
Anpanman,근데 꼭 해야겠어요 엄마,0,4,1,9,3.2
Anpanman,내가 아니면 누가할까,0,3,1,18,7.5
Anpanman,"you can call me, say ""anpanman""",0,6,1,18,7.9
Anpanman,"waiting for you, anpanman",1,4,6,18,9.5
Anpanman,"(lemme hear ya say, lemme hear ya say)",0,8,4,23,12.8
Anpanman,"waiting for you, anpanman",1,4,6,18,9.5
Anpanman,"(turn it up, turn it up, turn it up)",0,9,4,23,14
Anpanman,좀 더 힘을 내볼래,0,4,2,5,2.6
Anpanman,"(lemme hear ya say, lemme hear ya say)",0,8,4,23,12.8
Anpanman,너의 힘이 돼줄래,0,3,2,5,4
Anpanman,"(turn it up, turn it up, turn it up)",0,9,4,23,14
Anpanman,계속 돌려 돌려 나의 anpan,0,5,2,18,8
Anpanman,"keep ballin', ballin', still 방탄",0,5,2,21,12
Anpanman,눈 뜨니 hero but still in 미로,0,7,2,9,5.3
Anpanman,"그 young man, young man, young man",0,7,2,10,9
Anpanman,계속 몰래 몰래 상처 만땅,0,5,2,6,4.8
Anpanman,"but ballin', ballin', still 방탄",0,5,2,21,12.6
Anpanman,아파도 hero 두려움은 뒤로,0,4,2,9,4.5
Anpanman,anpanman-panman-panman,0,1,2,18,8.8
Anpanman,i'm a new generation anpanman,1,5,2,21,11.3
Anpanman,i'm a new superhero anpanman,1,5,4,21,11.4
Anpanman,내가 가진 건 이 노래 한방,0,6,2,18,6.7
Anpanman,"lemme say ""all the bad men, cop out""",0,8,4,13,6.9
Anpanman,i'm a new generation anpanman,1,5,2,21,11.3
Anpanman,i'm a new superhero anpanman,1,5,4,21,11.4
Anpanman,내가 가진 건 이 노래 한방,0,6,2,18,6.7
Anpanman,"lemme say ""all the bad men, cop out""",0,8,4,13,6.9
Anpanman,가끔은 이 모든 게 두렵네,0,8,1,9,3.8
Anpanman,사랑하는 게 넘 많이 생겼기에,0,5,1,9,3.5
Anpanman,누군 말해 너도 이제 꼰대 다 됐으,0,7,1,9,3.1
Anpanman,자격 없어 그냥 하던 거나 잘 해,0,7,1,9,4.4
Anpanman,그래도 난 영웅이고파,0,3,1,18,5.8
Anpanman,줄 수 있는 건 단팥빵,0,5,1,7,3.4
Anpanman,과 수고했단 말뿐이다만,0,3,1,9,4.8
Anpanman,부름 바로 날라갈게 날 불러줘,0,5,1,18,4.9
Anpanman,"waiting for you, anpanman",1,4,6,18,9.5
Anpanman,"(lemme hear ya say, lemme hear ya say)",0,8,4,23,12.8
Anpanman,"waiting for you, anpanman",1,4,6,18,9.5
Anpanman,"(turn it up, turn it up, turn it up)",0,9,4,23,14
Anpanman,좀 더 힘을 내볼래,0,4,2,5,2.6
Anpanman,"(lemme hear ya say, lemme hear ya say)",0,8,4,23,12.8
Anpanman,너의 힘이 돼줄래,0,3,2,5,4
Anpanman,"(turn it up, turn it up, turn it up)",0,9,4,23,14
Anpanman,계속 돌려 돌려 나의 anpan,0,5,2,18,8
Anpanman,"keep ballin', ballin', still 방탄",0,5,2,21,12
Anpanman,눈 뜨니 hero but still in 미로,0,7,2,9,5.3
Anpanman,"그 young man, young man, young man",0,7,2,10,9
Anpanman,계속 몰래 몰래 상처 만땅,0,5,2,6,4.8
Anpanman,"but ballin', ballin', still 방탄",0,5,2,21,12.6
Anpanman,아파도 hero 두려움은 뒤로,0,4,2,9,4.5
Anpanman,anpanman-panman-panman,0,1,2,18,8.8
Anpanman,솔직하게 (yeah),0,2,1,23,14.5
Anpanman,무서워 넘어지는 게,0,3,1,8,3.7
Anpanman,너희들을 실망시키는 게,0,3,1,8,2.4
Anpanman,그래도 내 온 힘을 다해서라도,0,5,1,18,5.4
Anpanman,나 꼭 너의 곁에 있을게,0,5,1,18,6
Anpanman,다시 넘어지겠지만 (ayy),0,3,1,23,10.2
Anpanman,또다시 실수 하겠지만 (ayy),0,4,1,23,9.8
Anpanman,또 진흙투성이겠지만,0,2,1,9,3
Anpanman,"나를 믿어 나는 hero 니까, yeah, yeah",0,7,1,18,11
Anpanman,"계속 돌려 돌려 나의 anpan (woah, oh)",0,7,1,23,11.6
Anpanman,"keep ballin', ballin', still 방탄 (yeah, yeah, yeah, yeah)",0,9,1,23,13.4
Anpanman,"눈 뜨니 hero but still in 미로 (woah, oh)",0,9,1,23,9.2
Anpanman,"그 young man, young man, young man (young man)",0,9,1,23,11.7
Anpanman,"계속 몰래 몰래 상처 만땅 (woah, oh)",0,7,1,23,9.8
Anpanman,"but ballin', ballin', still 방탄 (yeah, yeah, yeah, yeah)",0,9,1,23,13.7
Anpanman,"아파도 hero 두려움은 뒤로 (woah, oh)",0,6,1,23,10.2
Anpanman,anpanman-panman-panman (panman),0,2,1,23,12.1
Anpanman,"i'm a new generation anpanman (woah, oh)",1,7,2,23,13
Anpanman,i'm a new superhero anpanman,1,5,4,21,11.4
Anpanman,"내가 가진 건 이 노래 한방 (woah, oh)",0,8,2,23,10.8
Anpanman,"lemme say ""all the bad men, cop out""",0,8,4,13,6.9
Anpanman,"i'm a new generation anpanman (woah, oh)",1,7,2,23,13
Anpanman,i'm a new superhero anpanman,1,5,4,21,11.4
Anpanman,"내가 가진 건 이 노래 한방 (woah, oh)",0,8,2,23,10.8
Anpanman,"lemme say ""all the bad men, cop out""",0,8,4,13,6.9
Anpanman,"woah, oh",0,2,1,9,9
Dynamite,so watch me bring the fire and set the night alight,0,11,1,32,12
Dynamite,"shoes on, get up in the morn'",0,7,1,37,11.9
Dynamite,"cup of milk, let's rock and roll",0,7,1,37,7.2
Dynamite,"king kong, kick the drum",0,5,1,32,7.2
Dynamite,rolling on like a rolling stone,0,6,1,14,5.2
Dynamite,sing-song when i'm walkin' home,0,5,1,82,19
Dynamite,"jump up to the top, lebron",0,6,1,32,8.3
Dynamite,"ding-dong, call me on my phone",0,6,1,82,12.1
Dynamite,ice tea and a game of ping pong,0,8,1,14,3.9
Dynamite,"this is gettin' heavy, can you hear the bass boom? i'm ready (woo-hoo)",0,13,2,82,14.4
Dynamite,"life is sweet as honey, yeah, this beat cha-ching like money, huh",0,12,2,82,9.8
Dynamite,"disco overload, i'm into that, i'm good to go",0,9,2,37,13.7
Dynamite,"i'm diamond, you know i glow up",0,7,2,37,15.1
Dynamite,"hey, so let's go",0,4,1,37,11
Dynamite,"'cause i, i, i'm in the stars tonight",0,8,2,37,20.5
Dynamite,so watch me bring the fire and set the night alight (hey),0,12,2,32,11.9
Dynamite,shinin' through the city with a little funk and soul,0,10,6,37,12.2
Dynamite,"so i'ma light it up like dynamite, woah-oh-oh",0,8,4,82,24.3
Dynamite,"bring a friend, join the crowd, whoever wanna come along",0,10,1,32,5.4
Dynamite,"word up, talk the talk, just move like we off the wall",0,12,1,32,8.6
Dynamite,"day or night, the sky's alight, so we dance to the break of dawn (hey)",0,15,1,37,9.5
Dynamite,"ladies and gentlemen, i got the medicine, so you should keep ya eyes on the ball (huh)",0,17,1,32,9.2
Dynamite,"this is gettin' heavy, can you hear the bass boom? i'm ready (woo-hoo)",0,13,2,82,14.4
Dynamite,"life is sweet as honey, yeah, this beat cha-ching like money, huh",0,12,2,82,9.8
Dynamite,"disco overload, i'm into that, i'm good to go",0,9,2,37,13.7
Dynamite,"i'm diamond, you know i glow up",0,7,2,37,15.1
Dynamite,let's go,0,2,1,37,12
Dynamite,"cause i, i, i'm in the stars tonight",0,11,1,37,16.5
Dynamite,so watch me bring the fire and set the night alight (hey),0,12,2,32,11.9
Dynamite,shinin' through the city with a little funk and soul,0,10,6,37,12.2
Dynamite,"so i'ma light it up like dynamite, woah-oh-oh",0,8,4,82,24.3
Dynamite,"dyn-na-na-na, na-na-na-na-na, na-na-na, life is dynamite",1,6,2,86,71.9
Dynamite,"dyn-na-na-na, na-na-na-na-na, na-na-na, life is dynamite",1,6,2,86,71.9
Dynamite,shinin' through the city with a little funk and soul,0,10,6,37,12.2
Dynamite,"so i'ma light it up like dynamite, woah-oh-oh",0,8,4,82,24.3
Dynamite,"dyn-na-na-na, na-na, na-na, ayy",0,4,6,86,73.4
Dynamite,"dyn-na-na-na, na-na, na-na, ayy",0,4,6,86,73.4
Dynamite,"dyn-na-na-na, na-na, na-na, ayy",0,4,6,86,73.4
Dynamite,light it up like dynamite,1,5,2,14,12
Dynamite,"dyn-na-na-na, na-na, na-na, ayy",0,4,6,86,73.4
Dynamite,"dyn-na-na-na, na-na, na-na, ayy",0,4,6,86,73.4
Dynamite,"dyn-na-na-na, na-na, na-na, ayy",0,4,6,86,73.4
Dynamite,light it up like dynamite,1,5,2,14,12
Dynamite,"'cause i, i, i'm in the stars tonight",0,8,2,37,20.5
Dynamite,so watch me bring the fire and set the night alight,0,11,1,32,12
Dynamite,shinin' through the city with a little funk and soul,0,10,6,37,12.2
Dynamite,so i'ma light it up like dynamite,1,7,1,37,16.3
Dynamite,"(this is ah) 'cause i, i, i'm in the stars tonight",0,11,1,37,17
Dynamite,"so watch me bring the fire and set the night alight (alight, oh)",0,13,1,32,12.1
Dynamite,shinin' through the city with a little funk and soul,0,10,6,37,12.2
Dynamite,"so i'ma light (light ) it (it) up (up) like (like) dynamite (dynamite), woah-oh-oh",1,14,1,82,19
Dynamite,"dyn-na-na-na, na-na-na-na-na, na-na-na, life is dynamite (life is dynamite)",1,9,1,86,61.6
Dynamite,"dyn-na-na-na, na-na-na-na-na, na-na-na, life is dynamite (oh)",1,7,1,86,65.4
Dynamite,shinin' through the city with a little funk and soul,0,10,6,37,12.2
Dynamite,"so i'ma light it up like dynamite, woah-oh-oh",0,8,4,82,24.3
I'm Fine,시리도록 푸른 하늘 아래 눈 떠,0,6,1,2,1.2
I'm Fine,흠뻑 쏟아지는 햇살이 날 어지럽게 해,0,6,1,14,4.3
I'm Fine,한껏 숨이 차오르고 심장은 뛰어,0,5,1,3,1.3
I'm Fine,느껴져 너무 쉽게 나 살아있다는 걸,0,6,1,3,1.9
I'm Fine,괜찮아 우리가 아니어도 슬픔이 날 지워도,0,6,1,14,5.5
I'm Fine,먹구름은 또 끼고 나 끝없는 꿈 속이어도,0,7,1,14,4.4
I'm Fine,한없이 구겨지고 날개는 찢겨지고,0,4,1,2,1.2
I'm Fine,언젠가 내가 내가 아니게 된달지어도,0,5,1,14,5.4
I'm Fine,괜찮아 오직 나만이 나의 구원이잖아,0,5,1,14,8.8
I'm Fine,못된 걸음걸이로 절대 죽지 않고 살아,0,6,1,7,2.6
I'm Fine,how you doin'? i'm fine 내 하늘은 맑아,1,8,1,41,13.6
I'm Fine,모든 아픔들이여 say goodbye 잘가,0,5,1,2,1.2
I'm Fine,차가운 내 심장은,0,3,1,14,6.3
I'm Fine,널 부르는 법을 잊었지만,0,4,2,7,3.2
I'm Fine,"외롭지 않은 걸 괜찮아, 괜찮아",0,5,2,12,7.2
I'm Fine,깜깜한 밤 어둠은,0,3,2,8,3.5
I'm Fine,잠든 꿈을 흔들어 놓지만,0,4,2,4,2.8
I'm Fine,두렵지 않은 걸 괜찮아 괜찮아,0,5,2,12,7.4
I'm Fine,"i'm feeling just fine, fine, fine",1,6,8,41,27.4
I'm Fine,이젠 너의 손을 놓을게,0,4,2,7,3.8
I'm Fine,"i know i'm all mine, mine, mine",0.5,7,2,26,13.2
I'm Fine,'cause i'm just fine,1,4,2,41,22.7
I'm Fine,"i'm feeling just fine, fine, fine",1,6,8,41,27.4
I'm Fine,더 이상은 슬프지 않을래,0,4,2,7,3.2
I'm Fine,"i could see the sunshine, shine, shine",0,7,2,25,5.9
I'm Fine,"'cause i'm just fine, just fine",1,6,2,41,24
I'm Fine,"(hey, hope world)",0,3,1,2,1.4
I'm Fine,i'm just fine 내 아픔 다,1,6,1,41,19.1
I'm Fine,이겨낼 수 있어 너 없이 나,0,6,1,14,4.1
I'm Fine,i'm just fine 걱정 마,1,5,1,41,18.9
I'm Fine,이젠 웃을 수 있고,0,4,1,4,2.8
I'm Fine,네 목소린 모두 알아 주니까,0,5,1,2,1.4
I'm Fine,"i'm so fine, you so fine",1,6,2,41,21.2
I'm Fine,슬픔과 상처는 모두 다,0,4,1,2,1.5
I'm Fine,이미 지나간 추억이 됐으니,0,4,1,5,2
I'm Fine,웃으며 보내주자고 we so fine,0.5,5,1,41,9
I'm Fine,"i'm so fine, you so fine",1,6,2,41,21.2
I'm Fine,우리들 미래는 기쁨만,0,3,1,2,1.5
I'm Fine,가득할 테니 걱정은 접어둔 채,0,5,1,11,3.2
I'm Fine,이젠 즐겨 수고했어 we so fine,0.5,6,1,41,9
I'm Fine,차가운 내 심장은,0,6,1,14,3.7
I'm Fine,널 부르는 법을 잊었지만,0,4,2,7,3.2
I'm Fine,"외롭지 않은 걸 괜찮아, 괜찮아",0,5,2,12,7.2
I'm Fine,깜깜한 밤 어둠은,0,3,2,8,3.5
I'm Fine,잠든 꿈을 흔들어 놓지만,0,4,2,4,2.8
I'm Fine,두렵지 않은 걸 괜찮아 괜찮아,0,5,2,12,7.4
I'm Fine,"i'm feeling just fine, fine, fine",1,6,8,41,27.4
I'm Fine,이젠 너의 손을 놓을게,0,4,2,7,3.8
I'm Fine,"i know i'm all mine, mine, mine",0.5,7,2,26,13.2
I'm Fine,'cause i'm just fine,1,4,2,41,22.7
I'm Fine,"i'm feeling just fine, fine, fine",1,6,8,41,27.4
I'm Fine,더 이상은 슬프지 않을래,0,4,2,7,3.2
I'm Fine,"i could see the sunshine, shine, shine",0,7,2,25,5.9
I'm Fine,"'cause i'm just fine, just fine",1,6,2,41,24
I'm Fine,혹시 너에게도 보일까,0,3,1,7,3
I'm Fine,이 스산한 달빛이,0,3,1,11,5.2
